review_id,user_id,business_id,stars,useful,funny,cool,text,date,name,address,city,state,latitude,longitude,categories
-FmYntqQX0MEXNee55JlEQ,FI39kaakT8xir_VkLpVNsw,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"Wow! This place is excellent! I love the flavors and often get two in a swirl, like red bean and black sesame. Reno is starting to feel like a real city now, even though it's still small! I've been to Krem a bunch and every time, the staff are really friendly. Make sure to ask for a taste of a new flavor if they don't already offer it to you, which they tend to do! My only wish is they had larger containers with lids to get it to go!",2019-02-01 22:40:48,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
MkBrHp5Hb1P8vQROs26xyg,2uvvOrnvFaxYvas2baowLA,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"This is a cute trendy place, their soft serve is pretty good. Try their Thai tea or black sesame!",2019-04-08 04:06:11,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
F7pnZTfYT05O-ANYELxkkA,GWNBzpOmmPLda4Hoe_1afg,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,LOVE This place! This was our last stop of our vacation on the way to the airport and I'm so glad we fit it in! The owner was very friendly and the store was adorable. He gave us samples and even took some pictures of us with our ice cream! The matcha and black sesame were equally delicious. The music and vibe of the place was also very fun. I'd definitely come back!,2018-10-01 23:11:02,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
0xXeIIOUWbwogcP8ZAte8A,DjYLCLOo_2EgGhtALm1czw,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"I've always hear good things about this place from my friends and figured I'd give it a try. The first thing that caught my eye were the unique flavors you could choose from - ube, black sesame, matcha. If you don't like anything super sweet, I would recommend the black sesame or matcha. The place itself is small and there's cards if you want to play games. It's a little proceed for the soft serve, about $7 and you can add pocky for another thirty cents. Overall, the place was clean and can be a good hangout for groups.",2019-01-12 22:15:43,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
wfBeR1S4BHe9hB-8wgmgFA,TZ2sA-H15_NVetwJJ5bNMw,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"Totally WORTH THE PRICE! Super nice worker and atmosphere. I've had matcha, Ube, and black sesame ice cream in other places (Vegas and San Francisco) and Krēm's beats everybody's! Best desert spot in town",2018-12-13 02:30:52,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
oLpXWdh1zKVZecbzFUrahw,X-0BgusJGR6iBwDtZKV93Q,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"Service is amazing and so is the ice cream! I think the black sesame is my favorite flavor but really they are all so good. I had the #1 with the matcha flavor. I will be back to get every flavor, haha!",2018-12-31 21:28:21,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
90PUEyzVbXbJYHMUdoYnIw,tGOaLCVs_xnp4yA_skZ_HQ,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"This was one of my fav memory about Reno!! This place is awesome, it's aesthetically pleasing, it will satisfy your instagram dreams & your tastebuds! 
We tried the black sesame with chocolate cake which was absolutely DELICIOUS! The cake was BOMB like actually good quality cake & it paired so well w the black sesame. As for the Matcha we paired it w/ the vanilla cake w strategy sauce & it was also a HIT, the strawberry paired w the matcha was BOMB, it had real pieces of strawberry which added a nice touch. Your tastebuds will definitely be pleased. As for customer service, they were super nice & super helpful, we took a while to choose because it was our first time & they were great tie breakers. Great place to get good ice cream & chill.",2019-09-01 02:57:40,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
ZNMc9Kydt4ZO1w1jekpdKA,qKEG4hde6FXhw4Zd9MSPCQ,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"This cute little shop has the best aesthetic and even better soft serve! I loved my match swirl with vanilla cake and condensed milk. I really want to try the black sesame seed flavor next.
I went late on a Sunday night and it was very busy, but it seems like on slower days it would be a good place to sit and chat with a friend or read a book while eating delicious ice cream!",2018-10-09 21:35:03,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
7HV6PQnSs4XeZhmvzhgRHA,wfi0T-xq_P5sKQvwQitlYg,136iuMkyEda_6tmkMI5haw,4.0,0,0,0,"This new restaurant was very busy and happy we made a reservation for 5PM.  We went in and there was one person in front of us waiting and then another 10 or so arrived while they were trying to figure out the reservation and seating.  Maybe it was working out the new restaurant kinks but it took a bit of time to be seated.  We were seated right at the back on the lower level seating.  There's also seating upstairs.

For 3 of us, we decided on the meat lover's dinner for two.  The salad, edamame, and fried chicken karage came out pretty quickly.  The salad was good and we all liked it.  The edamame serving was bigger than I thought it would be.  The karage was fresh, hot and with a crisp to it.  So far, we were enjoying our dinner.

Next, the meat came out.  It was beef except one spicy pork and we also have buttered corn wrapped in foil.  Cooking on the grill was simple and the meats are thinly sliced so it didn't take long to enjoy it.   There was a bit of a break and we thought we were done dinner, but more meats arrived.  The grilled was replaced a few times during our cooking.  The meats didn't need a lot of sauce as it was marinated but there were 3 sauces to select from.  A bit more variety would have been nice.  Two bowls are rice for 3 of us would enough since we had all the meats to consume.

The service throughout our visit was attentive and friendly. Our meal ended with lychee and black sesame ice cream.  We spent about 2 hours here and we enjoyed the experience.  I had the app so I was able to get a free pop and also scanned our receipt to get points that I can redeem for our next visit.",2019-08-11 20:11:21,Gyu-Kaku Japanese BBQ,10416 Jasper Ave,Edmonton,AB,53.5410856,-113.5000553,"Restaurants, Barbeque, Asian Fusion, Japanese"
ICnxekpNxIVtMSqPi-Sdww,cufhYFdyrUAt4SWe-m0grQ,Zx7n8mdt8OzLRXVzolXNhQ,3.0,18,7,9,"I really wished I'd had a better food experience. Most everything else about Milk and Honey was enjoyable. Perhaps I bear some of the blame for coming here for dinner rather than breakfast/brunch? Maybe I should have began my relationship with M&H by focusing on its strengths? I dunno.

Despite all the fanfare around the opening, I hadn't been in a rush to come to M&H. I'm not the sort to automatically discount chains but I do like to give the local counterparts my initial attention. Add to this the fact that I don't get to The Gulch that often* and M&H fell further and further down my list. But after a night of wondering around the neighborhood, my buddy got hungry and suggested we check it out. He'd been to M&H before and was a fan. So, off we went.

First thing I noticed was the build out. It's impressive. A deft use of indoor/outdoor space, the color black and good lighting makes one want to spend time here. The next thing I noticed: the employees were all really kind. From the gent who showed us to our table, to our waitress, to the manager, to the food runner... everyone was authentically engaging and not nice for nice's sake. It was almost shocking. A sad commentary, I know. Things were headed in a good direction. I pumped the brakes on the vibes by telling my waitress about my tricky gut and gluten issues. I told her it wasn't a huge deal and I would get a salad if a plate of food wasn't an option. She asked the kitchen and came back to tell me about my options. It worked in my favor because my eye was on the Cali Grilled Chicken and it was safe for me to eat!

When the plate arrived at the table... I was disappointed. To my mind, the description didn't live up to the execution. The first disappointment was the presentation. For a plate that reads 'Grilled chicken breast, avocado, sweet potato, brown rice, black sesame, beet, pickled red onion, garlic, kale, feta, white bean purée, carrot, buttermilk cucumber sauce, and chili', I was a bit shocked at how pedestrian everything looked. 'Hospital cafeteria' came to mind. But, the aroma was nice and food is to be eaten, not Instagrammed so I pressed on. I took a bite and... okay. It was okay. Honestly, I found the plate a bit boring and under seasoned. For so many bold flavors (on the page), I didn't understand how 'meh' it tasted in my mouth. Not finding success with the dry components, I mixed everything together and topped the plate with the three accompanying sauces (coconut-chili, another chili and, I think, a lime juice). By then the plate looked *really* unappealing but it tasted better.

Maybe breakfast/brunch is the better call?

*Although lately I have been there a lot!",2018-04-16 15:34:08,Milk and Honey Nashville,214 11th Ave S,Nashville,TN,36.1547024,-86.7845414,"American (New), Restaurants, American (Traditional), Food, Breakfast & Brunch, Coffee & Tea, Pizza"
Hv1Q0gE1dgJXNhDH7VGTQA,TLNI1VHqpKDz8W7xQhIbAA,Bw0cpnfI-Y9QmjWzqS-oFg,5.0,7,2,2,"Very rarely do sushi restaurants impress because good sushi is simply good fish. Many places try to stand out with creative specialty rolls, but they often try too hard and go overboard. But none of this is the case at Izumi. 

We came in for date night during East Passyunk Restaurant Week, so this review is for that menu. Upon stepping in, there's definitely a very intimate feel with the dim lights, sleek furniture and votive candles. Thankfully, we made a reservation and were seated right away at the bar, which was great because there is zero standing room in this cozy spot (which we overheard someone complain about on the way out). 

For the first course, we chose then crab spring rolls and pork belly starters. The long crab spring rolls were uniquely wrapped in seaweed and then a dough wrapper. They were accompanied by spicy mayo and citrusy avocado sauces. The pork belly was deliciously glazed and flavorful, served atop Japanese risotto that resembled creamy polenta with a couple of sliced mushrooms thrown in. 

Next was a sushi sampling that was well-presented and consisted of tuna dressed in a sauce with like zest, a whitefish (I believe) with a black sesame sauce, and salmon with a sweet foam. The first two were delicious and creative without being over-the-top, while I was not a fan of the overly sweet foam on the salmon. We both agreed that the black sesame was our favorite part. 

The third course is a shrimp and asparagus tempura maki roll with lightly seared salmon and wasabi aioli on top. It's not really fancy, but it really exceeded our expectations. The plump shrimp was cooked well, and the asparagus is a nice touch. We were skeptical of the cooked salmon as part of a roll, but it was sooo good! 

Dessert was a dish of cinnamon sugar donuts and salted caramel dipping sauce. It was kind of an afterthought for me, but it was still good. 

The service was friendly and never too overbearing. We liked watching the steady (and very calm) action at the kitchen. Can't wait to return and try some of their regular menu.",2015-02-28 20:05:40,Izumi,1601 E Passyunk Ave,Philadelphia,PA,39.929738,-75.1633963,"Restaurants, Sushi Bars, Desserts, Food, Japanese"
vD1RGF7sk3Ox5MUpVmbqiw,3umEwhg_7rEySdEFrtpdUA,MFxRPt8-B2xTYmon3s84kg,4.0,3,0,2,"Came here after dinner for the first time and was surprised how much I really enjoyed the UBE Black Sesame flavor. I never knew this place existed when driving by. It is small place but clean and bright. The worker was really nice, totally positive and all smiles. He encouraged us to try the flavors that we're available and even stated that a new flavor inspired my a Mexican desert will be available soon and it sounded really good. The cake and sauce that comes with the soft serve was very delicious and moist. They also have some board games onsite if you decide to stay and hang out.",2019-01-10 20:41:27,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
4QXBlfmz9H5t47NGQYjOGw,HxfMrcNmtElv7EN0XTepRw,MFxRPt8-B2xTYmon3s84kg,5.0,1,0,2,"So good! The menu is simple yet bold in flavor, and no matter what you order you can't go wrong. 

The black sesame ice cream is THE BEST!",2019-03-26 22:06:32,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
0HpLwmG4BCEFBqfZQ7yWsw,iP_8kINUzH6XMS_nndtqCQ,MFxRPt8-B2xTYmon3s84kg,1.0,0,0,0,"Embarrassed to say that we actually drove 60+ mile RT to have this treat. It was in the afternoon before 3 pm.  I had called before heading to Reno to make sure that the limited 4 flavors were available.  We got there and several people were going in.  We were being polite in our masks/social distancing but a couple families stepped in front of us. No big deal, we can wait.  Got in and able to order.  They only had three flavors and one was vanilla... After making the Ube sundae, we noticed that there was NO CAKE.  Out of cake?! THAT was the deal, fun flavor, cake, topping...  We asked about the cake.  Out of the cake.  ""Do you want a topping"" (that is supposed to go on the cake btw)  Ok.  As an ant walked across the sundae cup, he poured on some evaporated milk, flicking off the ant.  He handed it to us. We paid $5.74 (full price for the cake sundae) for some soft serve, (the soft serve was hollow... you know, not all soft serve - which might be ok if there had been cake inside the void) not the flavor we wanted Black Sesame; without the cake that had and ant flicked off! 
Maybe they could have placed a notice on the door that said NO CAKE and the flavors still in stock. Kind of a waste of time, waiting for others after driving over 40 minutes then disappointment with the no-cake-included treat that we paid full price for",2020-06-04 21:50:06,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
g22TYBbr53wNLsdCv_T2-w,VMxa7i6ky1IBnMDEkYFnew,3StNEgKAwpCFR1q0urmJrw,4.0,0,0,1,"Only time having ramen in Tucson. I tried the white tonkotsu and my boyfriend tried the black garlic tonkotsu. The white tonkotsu broth was very flavorful and had a creamy silkiness to it that was great. The add-ins were all great only they forgot the egg in both of our bowls. We asked the server about this and he quickly brought us out eggs. The only add-in that I could have done without was the pickled ginger. Everything else blended together well except for that.  The black garlic tonkotsu was the same as the white only had the added garlic, black sesame seeds, and maybe some sesame oil? It was pretty garlicky but had a nice, earth taste to it. However, this taste became overwhelming after awhile and my boyfriend and I switched bowls so he could get a break from it. I'm happy this place opened so we can still get our ramen fix when we're in Tucson!",2018-02-13 19:45:30,Raijin Ramen,2995 E Speedway,Tucson,AZ,32.236453242,-110.9283937833,"Noodles, Japanese, Diners, Restaurants, Ramen"
YcBne0ovo38B-cjXlES49Q,s-m8Rm6Qt2S_OBOAoyyTCw,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"This was my second time visiting Krēm, and to my surprise they were serving black sesame soft serve! A very welcome surprise, as I was hoping they'd add the flavor to the menu since it's one of my favorites. It has a nice, nutty flavor, and isn't overly sweet, and in it's curated sundae form (adorably named ""The Penguin"") it had a nice balance of flavors. Both times I visited, the staff were super nice, coming around to ask us how our ice cream was and making sure we were having a good time. Definitely a place Reno needed!",2018-09-23 08:24:12,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
3E9A_7l8TSxLOK7TS0z1CA,HdoSO5W3Yl70uzYKTeWGiw,MFxRPt8-B2xTYmon3s84kg,4.0,2,0,0,"Really good!
I went here a looooong time ago but forgot to review.
Really good ice cream! Don't really care for the cake much myself though.
Definitely recommend ube (uBAE lmao) and the first time I sampled black sesame which was also really good!",2019-12-29 23:01:26,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
3lfzbSXcObaB5aWt7h2svg,gO_WL2avK0OazzKNmgrSpg,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,Love this place. Especially their soft serve ice KRĒM. Had a match and black sesame swirl with white ganache crumble. Hubby got Ube drizzled with condense milk. Baby girl got Triple vanilla with strawberry sauce. Soo good must come back for more.,2019-08-03 09:14:10,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
